book_index_id,author
629,James Dashner (Goodreads Author)
630,Karen Marie Moning (Goodreads Author)
631,Nicole Krauss
632,Italo Calvino
632,William Weaver (Translator)
633,Jane Austen
633,Tony Tanner (Introduction)
633,Ros Ballaster (Introduction/Editor)
634,Scott Westerfeld (Goodreads Author)
635,Robert Ludlum
636,Brandon Sanderson (Goodreads Author)
637,A.S. Byatt
638,Thomas Pynchon
639,Howard Zinn
640,Richard Matheson
641,Stephen Hawking
642,Elie Wiesel
642,Marion Wiesel (Translator)
642,François Mauriac (Foreword)
643,Sophocles
643,J.E. Thomas (Translator)
644,Marissa Meyer (Goodreads Author)
645,Tamora Pierce (Goodreads Author)
646,Andre Dubus III
647,Dean Koontz (Goodreads Author)
648,David McCullough
649,Janet Evanovich (Goodreads Author)
650,Ursula K. Le Guin
651,Madeline Miller (Goodreads Author)
652,J.R. Ward (Goodreads Author)
653,Marie Lu (Goodreads Author)
654,Shirley Jackson
654,Laura Miller (Introduction)
655,Ursula K. Le Guin
656,Robin Hobb (Goodreads Author)
657,Jandy Nelson (Goodreads Author)
658,Haruki Murakami
658,Jay Rubin (Translator)
658,Philip Gabriel (Translator)
659,Clement C. Moore
659,Jan Brett (Illustrator)
660,Charlotte Perkins Gilman
661,John Fowles
662,Margaret Atwood (Goodreads Author)
663,P.C. Cast (Goodreads Author)
663,Kristin Cast (Goodreads Author)
664,Marissa Meyer (Goodreads Author)
665,Dan Brown (Goodreads Author)
666,Diana Gabaldon (Goodreads Author)
667,Terry Pratchett
668,Dave Eggers
669,Paulo Coelho (Goodreads Author)
669,Margaret Jull Costa (Translator)
669,Kâmuran Şipal (Translator)
670,Robyn Mundell (Goodreads Author)
670,Stephan Lacast (Goodreads Author)
671,Scott Lynch (Goodreads Author)
672,Tom Robbins
673,Henri Charrière
674,Barbara Kingsolver
675,Louis de Bernières
676,Ally Carter (Goodreads Author)
677,Kyle Keyes
678,Diana Gabaldon (Goodreads Author)
678,Janos Farkas (translator)
679,Thomas Mann
679,John E. Woods (Translator)
680,Ann Brashares
681,Allen Ginsberg
681,William Carlos Williams (Introduction)
682,E.L. Konigsburg
683,Muriel Barbery
683,Alison Anderson (Goodreads Author) (Translator)
684,Joseph Smith Jr. (Translator)
685,Kurt Vonnegut Jr.
686,Carl Sagan
687,Raymond Chandler
688,Jacob Grimm
688,Wilhelm Grimm
688,Edward Robert Hughes (illustrator)
689,Kyle Keyes
690,Nicholas Sparks (Goodreads Author)
691,Leigh Bardugo (Goodreads Author)
692,Dee Brown
693,Marie Lu (Goodreads Author)
694,Joseph Campbell
694,Bill Moyers
695,Cassandra Clare (Goodreads Author)
696,Alexander McCall Smith (Goodreads Author)
697,Erich Segal
698,Rachel Caine (Goodreads Author)
699,Jules Verne
699,Anthony Bonner (Translator)
700,Sophie Kinsella (Goodreads Author)
701,J.R. Ward (Goodreads Author)
702,Dean Koontz (Goodreads Author)
703,J.A. Redmerski (Goodreads Author)
704,Suzanne Boisvert (Goodreads Author)
705,Charlaine Harris (Goodreads Author)
706,Walter Scott
706,Graham Tulloch (Editor
706,Introduction)
707,Rainbow Rowell (Goodreads Author)
708,Shannon Hale (Goodreads Author)
709,Steven D. Levitt
709,Stephen J. Dubner (Goodreads Author)
710,Kristin Hannah (Goodreads Author)
711,Orson Scott Card
712,Virgil
712,Robert Fitzgerald (Translator)
713,Tahereh Mafi
714,Jane Austen
714,Fiona Stafford (Introduction/Notes)
715,Sharon Creech
716,Wallace Stegner
717,J.R. Ward (Goodreads Author)
718,Rosamunde Pilcher
719,Jonathan Franzen
720,Toni Morrison
721,Ayn Rand
722,Elizabeth George Speare
723,Stephen King (Goodreads Author)
724,Charlaine Harris (Goodreads Author)
725,Michael Pollan (Goodreads Author)
726,Walter M. Miller Jr.
726,Mary Doria Russell (Goodreads Author) (Introduction)
727,Rudyard Kipling
727,Alev Lytle Croutier (Afterword)
728,Jorge Luis Borges
728,Andrew Hurley (Translator)
729,Kerstin Gier
730,David Nicholls
731,Helen Keller
732,Dan Brown (Goodreads Author)
733,Ray Bradbury
734,Maggie Stiefvater (Goodreads Author)
735,Katherine Dunn
736,Neal Stephenson (Goodreads Author)
737,Henry James
737,Patricia Crick (Annotations)
738,Kate DiCamillo (Goodreads Author)
739,Chaim Potok
740,Dale Carnegie
741,Toni Morrison
742,Haruki Murakami
742,Alfred Birnbaum (Translator)
743,Thomas Hardy
743,Patricia Ingham
743,Dennis Taylor (Goodreads Author) (With)
743,Jenny Sterlin (Narrator)
743,Mark Oxford
743,James Oliver Smith Jr. (Editor)
744,Pierce Brown (Goodreads Author)
745,William Shakespeare
746,Jhumpa Lahiri
747,Sarah J. Maas (Goodreads Author)
748,Jenny Han (Goodreads Author)
749,James Dashner (Goodreads Author)
750,E.M. Forster
751,Paula Hawkins (Goodreads Author)
752,Dr. Seuss (Reader)
753,Anonymous
754,Jorge Luis Borges
754,Anthony Kerrigan (translator)
754,Anthony Bonner (translator)
755,Ned Vizzini
755,Rachel Cohn (Foreword)
756,Kristin Cashore
757,Agatha Christie
758,Terry Pratchett
759,Brandon Sanderson (Goodreads Author)
760,Steve Snyder (Goodreads Author)
761,Johann Wolfgang von Goethe
761,Philippe Forget
761,Dr. Riaz-ul-Hassan (Translator)
761,Edla Valdna (Translator)
761,Hugo Flintzer (Illustrator)
761,R. Dillon Boylan (Translation)
761,Charles Louis De Sevelinges
761,Robert Graves
761,more…
762,Lisa Genova (Goodreads Author)
763,Robert A. Heinlein
764,Chuck Palahniuk (Goodreads Author)
765,Koushun Takami
765,Yuji Oniki (Translator)
766,Ray Bradbury
767,P.L. Travers
767,Júlia Sardà (Illustrator)
767,Mary Shepard (Illustrator)
768,Becca Fitzpatrick (Goodreads Author)
769,Kelley Armstrong (Goodreads Author)
770,Anne Morrow Lindbergh
771,Chuck Palahniuk (Goodreads Author)
772,Richard Yates
773,John Green (Goodreads Author)
774,Sophocles
774,J.E. Thomas (Translator)
775,Brian Selznick
776,Neil Gaiman (Goodreads Author)
777,Terry Pratchett
778,F. Scott Fitzgerald
778,Amor Towles (Goodreads Author) (Introduction)
779,Olive Ann Burns
780,Jean-Paul Sartre
780,Lloyd Alexander (Translator)
780,H.P. van den Aardweg (Translator)
780,Hayden Carruth (Introduction)
781,Justin Cronin (Goodreads Author)
781,Dominique Haas (Traduction)
782,Kelley Armstrong (Goodreads Author)
783,سید مرتضی مصطفوی (Goodreads Author)
784,Robert A. Heinlein
785,Robert Frost
785,Edward Connery Lathem (Editor)
786,Edith Wharton
787,Leon Uris
788,Douglas Adams
789,Tim Butcher (Goodreads Author)
790,Stephen R. Covey
790,Jim Collins (Foreward
790,Contributor)
791,Andrew Davidson (Goodreads Author)
792,Winston Groom
793,Mary Doria Russell (Goodreads Author)
794,Markus Zusak (Goodreads Author)
794,Emmanuel Pailler
795,Angie Thomas (Goodreads Author)
796,Jamie McGuire (Goodreads Author)
797,Sylvain Reynard (Goodreads Author)
798,Karen Marie Moning (Goodreads Author)
799,Jules Verne
799,Michael Glencross (Translator
799,Annotations)
799,Brian W. Aldiss (Introduction)
800,John Irving (Goodreads Author)
801,Vladimir Nabokov
802,Stephen King (Goodreads Author)
803,Juliet Marillier (Goodreads Author)
804,Kate Morton (Goodreads Author)
805,Richard Bach (Goodreads Author)
806,Jung Chang
807,Robert James Waller
808,Jeffrey Archer
809,Sylvia Day (Goodreads Author)
810,Scott Westerfeld (Goodreads Author)
811,William Faulkner
812,Dennis Lehane (Goodreads Author)
813,Terry Pratchett
814,Richelle Mead (Goodreads Author)
815,Jeaniene Frost (Goodreads Author)
816,James Frey
817,Dennis Lehane (Goodreads Author)
818,Stephen King (Goodreads Author)
818,Michael Whelan (Illustrator)
819,Rick Riordan (Goodreads Author)
820,J.R. Ward (Goodreads Author)
821,P.C. Cast (Goodreads Author)
821,Kristin Cast (Goodreads Author)
822,Laurell K. Hamilton (Goodreads Author)
823,Jeanne DuPrau
824,Charlaine Harris (Goodreads Author)
825,Jeannette Walls
826,Anonymous
827,Becky Albertalli (Goodreads Author)
827,Mathilde Tamae-Bouhon (Goodreads Author)
828,Catherine Marshall
829,Nicholas Sparks (Goodreads Author)
830,Jonathan Stroud (Goodreads Author)
831,Ellen Hopkins (Goodreads Author)
832,Mark Z. Danielewski (Goodreads Author)
833,Tom Clancy
834,Tim Butcher (Goodreads Author)
835,Jennifer L. Armentrout (Goodreads Author)
836,Leigh Bardugo (Goodreads Author)
837,Virginia Woolf
838,Hubert SelJr.
838,Darren Aronofsky (Foreword)
838,Richard Price (Foreword)
839,Mark Twain
840,Irving Stone
841,Lauren Oliver (Goodreads Author)
842,Helene Hanff
843,Stieg Larsson
843,Reg Keeland (Translator)
844,David Wroblewski
845,Charles Bukowski
846,Richard Llewellyn
847,Tom Wolfe
848,Robin McKinley
849,Billie Letts
850,Bill Bryson
851,William S. Burroughs
851,James Grauerholz (Editor)
851,Barry Miles (Editor)
852,Albert Camus
852,Justin O'Brien (Translator)
853,Tom Robbins
854,L.J. Smith (Goodreads Author)
855,Edith Wharton
855,Nina Bawden (Introduction)
856,John Green (Goodreads Author)
856,David Levithan (Goodreads Author)
857,Louis-Ferdinand Céline
857,Ralph Manheim (Translator)
857,Angela Cismaş (Translator)
857,William T. Vollmann (Afterword)
858,Nevil Shute
859,S.C. Stephens (Goodreads Author)
860,Richard Bachman (Pseudonym)
860,Stephen King (Goodreads Author)
861,Nicholas Sparks (Goodreads Author)
862,Ernest Hemingway
863,Brandon Mull (Goodreads Author)
864,Bret Easton Ellis
865,Ken Kesey
866,Agatha Christie
867,William Shakespeare
867,Katherine Duncan-Jones (Editor)
868,Tammara Webber (Goodreads Author)
869,Pat Conroy
870,Yevgeny Zamyatin
870,Clarence Brown (Translator
870,Introduction)
871,Jodi Picoult (Goodreads Author)
872,L.J. Smith (Goodreads Author)
873,Mildred D. Taylor
874,Dan Brown (Goodreads Author)
875,Karen Marie Moning (Goodreads Author)
876,Jennifer L. Armentrout (Goodreads Author)
877,Sherrilyn Kenyon (Goodreads Author)
878,Sarah Dessen (Goodreads Author)
879,Colleen Hoover (Goodreads Author)
880,Gillian Flynn (Goodreads Author)
881,Lauren Kate (Goodreads Author)
882,Sarah J. Maas (Goodreads Author)
883,Kelley Armstrong (Goodreads Author)
884,Gary Chapman
885,Yuval Noah Harari
886,Marcus Aurelius
886,Martin Hammond (Translator)
886,Albert Wittstock (Translator)
886,Diskin Clay (Introduction)
887,Charlaine Harris (Goodreads Author)
888,Stephen King (Goodreads Author)
888,Dave McKean (Illustrator)
889,J.M. Coetzee
890,Ayn Rand
890,Leonard Peikoff (Goodreads Author) (Afterword)
891,Aprilynne Pike
892,Charlaine Harris (Goodreads Author)
893,Junot Díaz
894,Gillian Flynn (Goodreads Author)
895,George Eliot
896,Samuel Taylor Coleridge
896,Gustave Doré (Illustrator)
897,Stephen King (Goodreads Author)
898,Krishna-Dwaipayana Vyasa
898,Simon Brodbeck (Introduction)
898,Juan Mascaró (Translator)
899,Nancy E. Turner
900,Charlaine Harris (Goodreads Author)
901,David Levithan (Goodreads Author)
902,Nicholas Evans
903,Dashiell Hammett
904,Robert Musil
904,Burton Pike (Editor)
904,Sophie Wilkins (Translator)
905,Irvine Welsh
906,Arthur C. Clarke
907,Colleen Houck (Goodreads Author)
908,Brian Jacques
909,Friedrich Nietzsche
909,Walter Kaufmann (Translator)
910,Nicholas Sparks (Goodreads Author)
911,Homer
911,Robert Fagles (Translator)
911,Bernard Knox (Introduction)
912,Cormac McCarthy
913,W. Somerset Maugham
914,Erin Hunter
915,John Flanagan
916,John Grisham (Goodreads Author)
917,André Aciman (Goodreads Author)
918,Rachel Hawkins (Goodreads Author)
919,Cynthia Hand (Goodreads Author)
920,Brandon Sanderson (Goodreads Author)
921,William Faulkner
922,Nicholas Sparks (Goodreads Author)
923,Don DeLillo
924,Sarah Dessen (Goodreads Author)
925,Munro Leaf
925,Robert Lawson (Illustrator)
926,E.M. Forster
926,Oliver Stallybrass (Editor )
926,Pankaj Mishra (Introduction )
927,Kim Harrison (Goodreads Author)
928,Alex Flinn (Goodreads Author)
929,M.M. Kaye
930,Jeaniene Frost (Goodreads Author)
931,Philip K. Dick
932,Nicholas Sparks (Goodreads Author)
933,Aimee Cabo Nikolov (Goodreads Author)
934,Richelle Mead (Goodreads Author)
935,Ki Longfellow (Goodreads Author)
936,Melissa de la Cruz (Goodreads Author)
937,Sarah J. Maas (Goodreads Author)
938,James Patterson (Goodreads Author)
939,Henrik Ibsen
939,T. Weber (Translator)
939,Michael Meyer (Translator)
940,William Shakespeare
941,Paulo Coelho (Goodreads Author)
941,Margaret Jull Costa (Translator)
942,Peter Høeg
942,Tiina Nunnally (Translator)
943,Lauren Weisberger
944,Arthur Conan Doyle
945,Sabaa Tahir (Goodreads Author)
946,Neil Gaiman (Goodreads Author)
947,Hanya Yanagihara (Goodreads Author)
948,William Blake
949,William Shakespeare
949,Paul Werstine (Editor)
949,David Lindley (Editor)
949,Israel Gollancz (Preface & Glossary)
949,Barbara A. Mowat (Editor)
950,Ursula K. Le Guin
951,J.R. Ward (Goodreads Author)
952,John Bunyan
953,Augusten Burroughs (Goodreads Author)
954,Tabitha Suzuma (Goodreads Author)
955,C. Toni Graham (Goodreads Author)
956,C.S. Lewis
957,John Grisham (Goodreads Author)
958,Julie Kagawa (Goodreads Author)
959,James Fenimore Cooper
960,Beth Revis (Goodreads Author)
961,Gary Paulsen
962,Colleen Hoover (Goodreads Author)
963,Sebastian Faulks
964,Terry Pratchett
965,Traci Medford-Rosow (Goodreads Author)
965,Kevin Coughlin
966,Douglas R. Hofstadter
967,John Ajvide Lindqvist
968,Andrea Cremer (Goodreads Author)
969,Jim Butcher (Goodreads Author)
970,Sarah Dessen (Goodreads Author)
971,Jacqueline Susann
972,Stephenie Meyer
973,Amy Tan (Goodreads Author)
974,Ben Peller (Goodreads Author)
975,Alexander Pushkin
975,James E. Falen (Translator)
976,Claudia Gray (Goodreads Author)
977,Ruta Sepetys (Goodreads Author)
978,Shirley Jackson
978,Jonathan Lethem (Introduction)
979,Raymond E. Feist
980,Douglas Adams
981,George Orwell
981,Christopher Hitchens (Introduction)
982,Sarah Waters
983,Kenneth Thomas (Goodreads Author)
984,Samantha Young (Goodreads Author)
985,John Fowles
986,Patricia Briggs
987,Robert R. McCammon
988,Anne Rice
989,Vincent Bugliosi
989,Curt Gentry
990,Herman Wouk
991,Julie Kagawa (Goodreads Author)
992,Norman Maclean
992,Annie Proulx (Foreword)
993,Jon Scieszka
993,Lane Smith (Illustrator)
994,Trenton Lee Stewart (Goodreads Author)
995,Jean M. Auel
996,Pablo Neruda
996,W.S. Merwin (Translator)
996,Cristina García (Introduction)
997,James Patterson (Goodreads Author)
998,James Patterson (Goodreads Author)
999,Simone Elkeles (Goodreads Author)
1000,Rick Riordan (Goodreads Author)
1001,H.P. Lovecraft
1001,Joyce Carol Oates (Editor)
1002,Italo Calvino
1002,William Weaver (Translator)
1003,V.E. Schwab
1004,Nicola Yoon (Goodreads Author)
1004,David Yoon (Goodreads Author) (Illustrations)
1005,Michael Crichton
1006,Frank E. Peretti
1007,P.D. Eastman
1008,Alice Hoffman (Goodreads Author)
1009,Alyson Noel (Goodreads Author)
1010,Douglas Adams
1011,Mitch Albom (Goodreads Author)
1012,Henry Miller
1012,Jiří Níl (Translator)
1013,C.S. Lewis
1014,Sherman Alexie
1014,Ellen Forney (Illustrator)
1015,Karen Marie Moning (Goodreads Author)
1016,Art Spiegelman
1017,P.C. Cast (Goodreads Author)
1017,Kristin Cast (Goodreads Author)
1018,Philip K. Dick
1019,Brent Weeks (Goodreads Author)
1020,Günter Grass
1020,Ralph Manheim (Translator)
1021,Jennifer L. Armentrout (Goodreads Author)
1022,Ann-Marie MacDonald
1023,Marissa Meyer (Goodreads Author)
1024,Rebecca Skloot (Goodreads Author)
1025,Mia Sheridan (Goodreads Author)
1026,Michael Ende
1027,Christopher Moore (Goodreads Author)
1028,Jennifer L. Armentrout (Goodreads Author)
1029,Elif Shafak (Goodreads Author)
1030,Amanda Hocking (Goodreads Author)
1031,Nevil Shute
1032,Jacqueline Carey (Goodreads Author)
1033,Ursula Hegi
1034,Sergio Cobo
1035,Peter B. Forster (Goodreads Author)
1036,Jules Verne
1037,Cornelia Funke (Goodreads Author)
1037,Anthea Bell (Translator)
1038,Marjane Satrapi
1038,Mattias Ripa (Translator
1038,Part 1)
1038,Blake Ferris (Translator
1038,Part 2)
1038,Anjali Singh (Translator
1038,Parts 3 and 4)
1039,Nikos Kazantzakis
1039,Carl Wildman (Translator)
1039,Nikos Kazancakis
1040,Henry James
1041,Cassandra Clare (Goodreads Author)
1042,Thomas Pynchon
1043,Maggie Stiefvater (Goodreads Author)
1044,Peter Benchley
1045,Kathleen Zamboni McCormick (Goodreads Author)
1046,Josephine Angelini (Goodreads Author)
1047,Malcolm Gladwell
1048,Virginia Woolf
1049,Khaled Hosseini (Goodreads Author)
1050,Philip K. Dick
1050,David Alabort (Translator)
1050,Manuel Espín (Translator)
1051,Giovanni Boccaccio
1051,G.H. McWilliam (Editor/Translator/Introduction)
1052,James McBride (Goodreads Author)
1053,Aldous Huxley
1053,Christopher Hitchens (Foreword)
1054,S.J. Watson (Goodreads Author)
1055,Émile Zola
1055,Roger Pearson (Translator
1055,Introduction)
1056,Kurt Vonnegut Jr.
1057,Jeaniene Frost (Goodreads Author)
1058,Virginia Woolf
1059,Kate DiCamillo (Goodreads Author)
1059,Timothy Basil Ering (Illustrator)
1060,Nicholas Sparks (Goodreads Author)
1061,Murasaki Shikibu
1061,Royall Tyler (Goodreads Author) (Translator)
1062,Gabriel García Márquez
1062,Gregory Rabassa (translator)
1063,Vera Jane Cook (Goodreads Author)
1064,Richard Russo (Goodreads Author)
1065,Nicholas Sparks (Goodreads Author)
1066,Stephen King (Goodreads Author)
1067,Abbi Glines (Goodreads Author)
1068,Laurie R. King (Goodreads Author)
1069,Graham Greene
1069,Robert Stone (Introduction)
1070,Thomas Harris
1071,Geraldine Brooks (Goodreads Author)
1072,Louise Fitzhugh
1073,Anne Tyler (Goodreads Author)
1074,Madeleine L'Engle
1074,Peter Sís (Illustrator)
1075,Stephen Crane
1076,Kenneth Jarrett Singleton
1077,John Wyndham
1078,Robert Jordan
1079,Edgar Allan Poe
1079,Philip Pullman (Introduction)
1080,Michelle Hodkin (Goodreads Author)
1081,Joe Abercrombie
1082,Stephen King (Goodreads Author)
1083,Rick Riordan (Goodreads Author)
1084,Frank Miller
1084,Klaus Janson (Illustrator)
1084,Lynn Varley (Illustrator)
1085,Margaret Atwood (Goodreads Author)
1086,Melina Marchetta (Goodreads Author)
1087,Terry Pratchett
1088,Julio Cortázar
1088,Gregory Rabassa (Translator)
1088,Zofia Chądzyńska (Translator)
1089,Nicholas Sparks (Goodreads Author)
1090,Stendhal
1090,Roger Gard (Translator)
1091,Sara Shepard (Goodreads Author)
1092,Veronica Rossi (Goodreads Author)
1093,Fernando Pessoa
1094,Stephen King (Goodreads Author)
1095,John Williams
1095,John McGahern (Contributor)
